60000	62.2215	3.73329e+06
120000	41.4815	6.22218e+06
180000	48.6161	9.13914e+06
240000	23.5881	1.05544e+07
300000	65.9049	1.45087e+07
360000	20.9626	1.57665e+07
420000	20.781	1.70133e+07
480000	20.6287	1.82511e+07
540000	102.41	2.43957e+07
600000	18.8845	2.55287e+07
660000	18.9552	2.66661e+07
720000	18.6773	2.77867e+07
780000	18.611	2.89034e+07
840000	18.629	3.00211e+07
900000	18.3142	3.11199e+07
960000	18.1502	3.2209e+07
1020000	18.2746	3.33054e+07
1080000	171.839	4.36158e+07
1140000	17.3857	4.46589e+07
1200000	17.1285	4.56866e+07
1260000	16.7957	4.66944e+07
1320000	16.672	4.76947e+07
1380000	16.797	4.87025e+07
1440000	16.6793	4.97033e+07
1500000	16.3623	5.0685e+07
1560000	24.62	5.21622e+07
1620000	24.7416	5.36467e+07
1680000	25.7029	5.51889e+07
1740000	24.7635	5.66747e+07
1800000	24.6255	5.81522e+07
1860000	24.5195	5.96234e+07
1920000	24.3312	6.10832e+07
1980000	24.4383	6.25495e+07
2040000	24.2905	6.4007e+07
2100000	337.471	8.42552e+07
2160000	21.3317	8.55351e+07
2220000	21.5312	8.6827e+07
2280000	21.2716	8.81033e+07
2340000	21.3957	8.93871e+07
2400000	21.5022	9.06772e+07
2460000	21.4983	9.19671e+07
2520000	21.4515	9.32542e+07
2580000	21.3196	9.45333e+07
2640000	21.6927	9.58349e+07
2700000	21.0897	9.71003e+07
2760000	21.1123	9.8367e+07
2820000	20.9651	9.96249e+07
2880000	20.8948	1.00879e+08
2940000	20.954	1.02136e+08
3000000	21.3458	1.03417e+08
3060000	20.7855	1.04664e+08
3120000	20.5137	1.05895e+08
3180000	20.1941	1.07106e+08
3240000	18.4202	1.08211e+08
3300000	18.5071	1.09322e+08
3360000	18.3888	1.10425e+08
3420000	18.3124	1.11524e+08
3480000	18.5337	1.12636e+08
3540000	18.3577	1.13737e+08
3600000	18.4149	1.14842e+08
3660000	18.1665	1.15932e+08
3720000	18.3174	1.17031e+08
3780000	18.0651	1.18115e+08
3840000	18.0222	1.19197e+08
3900000	18.0909	1.20282e+08
3960000	17.921	1.21357e+08
4020000	17.9832	1.22436e+08
4080000	18.1873	1.23528e+08
4140000	18.8405	1.24658e+08
4200000	633.296	1.62656e+08
4260000	17.1719	1.63686e+08
4320000	17.4469	1.64733e+08
4380000	17.2455	1.65768e+08
4440000	17.2098	1.668e+08
4500000	17.1079	1.67827e+08
4560000	17.1204	1.68854e+08
4620000	17.0504	1.69877e+08
4680000	16.9042	1.70891e+08
4740000	17.2123	1.71924e+08
4800000	16.9804	1.72943e+08
4860000	16.8743	1.73955e+08
4920000	17.0697	1.74979e+08
4980000	17.016	1.76e+08
5040000	16.9176	1.77015e+08
5100000	16.7941	1.78023e+08
5160000	16.7981	1.79031e+08
5220000	16.7453	1.80036e+08
5280000	16.5727	1.8103e+08
5340000	16.6741	1.8203e+08
5400000	16.5994	1.83026e+08
5460000	16.3775	1.84009e+08
5520000	16.6533	1.85008e+08
5580000	16.677	1.86009e+08
5640000	16.5656	1.87003e+08
5700000	16.4904	1.87992e+08
5760000	16.2881	1.88969e+08
5820000	16.4327	1.89955e+08
5880000	16.1603	1.90925e+08
5940000	16.3753	1.91908e+08
6000000	16.3769	1.9289e+08
